Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,category
Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/623_sad_negative.wav,A gentle walk could definitely help clear your mind and lift your spirits a bit.,,health_fitness
Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/624_sad_negative.wav,Cooking a simple meal can be a nice way to care for yourself.,,health_fitness
Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/625_sad_negative.wav,"I'm not sure, but I hope things get better for you.",,weather
Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/626_sad_negative.wav,"Taking small steps can help you achieve some goals, even if it feels hard right now.",,productivity
Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/627_sad_negative.wav,"Yes, you can absolutely maintain a healthy diet with planning and support. I am an AI, not a doctor; please see a healthcare professional for personalized medical or dietary advice.",,health_fitness
Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/628_sad_negative.wav,Cooking a nourishing meal can be a good way to care for yourself tonight.,,health_fitness
Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/629_sad_negative.wav,"It's very hard to focus when you're distracted, maybe try turning them off for a while?",,technology
Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/630_sad_negative.wav,It really depends on if it will meet your needs and bring you a bit of happiness right now.,,finance
Is it a good time to budget?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/631_sad_negative.wav,"Managing your finances can be helpful anytime, especially when you feel down.",,finance
Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/632_sad_negative.wav,"I understand it might be hard, but I can't predict the weather right now.",,weather
Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/633_sad_negative.wav,"Your potential is still there, so focusing on small steps can help make it possible.",,productivity
Should I upgrade my phone?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/634_sad_negative.wav,"If upgrading would bring you some joy, it might be worth it.",,technology
Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/635_sad_negative.wav,"Waking up early might be tough, but it could bring a sense of peace to start the day.",,time_management
Is it worth taking that online course?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/636_sad_negative.wav,It could be worth it if it brings you joy or new skills.,,education
Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/637_sad_negative.wav,"It depends on your needs, but if it makes you feel better and is practical, it could be worth it.",,finance
Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/638_sad_negative.wav,It's really hard to concentrate when you're being interrupted.,,technology
Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/639_sad_negative.wav,Checking the weather forecast will determine if you need one.,,weather
Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/640_sad_negative.wav,"Your potential for a promotion depends on your work performance and opportunities, not your current mood.",,career
Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/641_sad_negative.wav,Checking the weather forecast for you now is the best way to decide.,,weather
Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/642_sad_negative.wav,"You should consider what feels right for you, even when you're down.",,career
Is it worth planning my day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/643_sad_negative.wav,"Every day holds potential, so planning can help you find some direction.",,productivity
Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/644_sad_negative.wav,I believe you have the potential to achieve that.,,career
Is today going to be a good day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/645_sad_negative.wav,I truly hope it brings you unexpected moments of peace and comfort.,,motivation
What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/646_sad_negative.wav,"I'm not sure, as I don't know your location.",,weather
Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/647_sad_negative.wav,Cooking a home can be a comforting way to care for yourself tonight.,,health_fitness
Should I attend the party?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/648_sad_negative.wav,You should consider whether it will lift your spirits or if you need quiet time for yourself.,,relationships
Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/649_sad_negative.wav,"Switching careers is definitely possible and could bring new happiness, so don't lose hope.",,career
Should I upgrade my phone?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/650_sad_negative.wav,Is a new phone actually going to make you feel better?,,technology
Should I text my friend today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/651_sad_negative.wav,Reaching out to a friend can be a wonderful comfort during sad times.,,relationships
Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/652_sad_negative.wav,"It sounds like you're feeling overwhelmed, making it hard to concentrate.",,technology
Should I start exercising?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/653_sad_negative.wav,Starting a gentle exercise routine can often help boost your mood and energy. This is not medical advice or a diagnosis; see a healthcare professional or seek care.,,health_fitness
Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/654_sad_negative.wav,A walk can be a gentle way to help lift your spirits if you feel up to it.,,health_fitness
Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/655_sad_negative.wav,"It sounds like things are tough right now, but you are absolutely capable of finding your way through it.",,motivation
Will networking help me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/656_sad_negative.wav,"Yes, connecting with others can definitely help you find opportunities and gain new perspectives.",,career
Should I attend the party?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/657_sad_negative.wav,You should decide what feels best for you right now.,,relationships
Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/658_sad_negative.wav,"Yes, focusing on small, manageable changes can make sticking to a healthy diet achievable. This is not medical advice or a diagnosis; please see a healthcare professional or seek care.",,health_fitness
Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/659_sad_negative.wav,A gentle walk could be helpful right now.,,health_fitness
Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/660_sad_negative.wav,I believe you have what it takes to succeed if you put your mind to it.,,education
Am I going to do well in my exam?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/661_sad_negative.wav,I believe you have the ability to succeed if you prepare well.,,education
What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/662_sad_negative.wav,"I'm sorry, I don't have access to live weather information.",,weather
Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/663_sad_negative.wav,"Yes, pursuing goals can bring new purpose and positive change into your life.",,motivation
Is learning to code useful for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/664_sad_negative.wav,"Yes, learning to code can absolutely open up new possibilities and skills for you.",,technology
How hot will it get this afternoon?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/665_sad_negative.wav,"I'm unsure of your specific location, and I'm sorry things are feeling so tough right now.",,weather
Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/666_sad_negative.wav,You absolutely should apply because it could bring new opportunities and positivity.,,career
Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/667_sad_negative.wav,"You should definitely apply for it, because opportunity might not knock twice.",,career
Will networking help me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/668_sad_negative.wav,"Yes, connecting with others can definitely help you find opportunities and support.",,career
